ShopID,ShopName,ShopCode,OwnerName,ContactPerson,Phone1,Phone2,Address,City,State,GPSLatitude,GPSLongitude,ShopDiscount,Trn
-LlgLGros0iGhgspTZ3I,MAHAA AL BAWADI SUPERMARKET ,10,,,,,,,,,,,100356005700003
-LlgLR_snd863v5a2kjm,RAZEENA BAQALA,11,,,,,,,,,,,100322619600003
-LlgLXsSS0Xq8jCjF8zN,AL SADAQA BAQALA,12,,,,,,,,,,,100045561600003
-LlgLfgEYwXN0R6KoPsK,AL MATHALLA BAQALA,13,,,,,,,,,,,100336645500003
-LlgOU9mUsNDOPjQ5NWs, AL MUDEEA BAQALA,14,,,,,,,,,,,100384378400003
-LlgOa0tA6XSF3NHsFhd,AL JABAL AL KHAIR BAQALA,15,,,,,,,,,,,100347639500003
-LlgOkXKVV2JRTH8Rl-a,ROUBA AL DHAHERA BAQALA,16,,,,,,,,,,,100329163800003
-LlgOudPdZEUUywQh8n5,MABROOK NEW BAQALA,17,,,,,,,,,,,100391380100003
-LlgRBaMzGaawU5jkSEw,CITY SUN RESTAURANT ,18,,,,,,,,,,,100399365400003
-LlgR_h8cm1QYk5tKtXQ,AL NAS BAQALA,19,,,,,,,,,,,100361768300003
-LlgRgnbVNfZz_BeWwxX,SULTHAN MOHAMMED BAQALA,20,,,,,,,,,,,100322486000003
-LlgRoYYzl5KiIyo2bI4,ABU IMRAN BAQALA,21,,,,,,,,,,,100339306100003
-LlgRvuQ6T4ZBabOzUSH,AL JENAN BAQALA,22,,,,,,,,,,,100036088100003
-LlgS22aB-68hypnM4dq,AL TALEB BAQALA,23,,,,,,,,,,,10033937800003
-LlgS9YGGVE5RQ9qHvvs,RASHID ABDULLA BAQALA,24,,,,,,,,,,,100021641400003
-LlgSFlRg4o6-Je8Zenc,JUBILEE BAQALA,25,,,,,,,,,,,100074501600003
-LlgSMpWVGJ6VbWN2md9,AL WASEELA BAQALA,26,,,,,,,,,,,100373911500003
-LlgSU26DzDgVFm7gy1U,NIBRAS AL DAR RESTAURANT ,27,,,,,,,,,,,100361435900003
-LlgS_fHMI8kUe0O2wd0,ISMAIL ABDULLA HUSSAIN BAQALA,28,,,,,,,,,,,100210273700003
-LlgSj0XMgpdPUsEogo_,NASSRT AL MADEENA BAQALA,29,,,,,,,,,,,100061444400003
-LlgSpfEPQy6W4_xQQCl,ABDUL SATTAR BAQALA,30,,,,,,,,,,,100378555500003
-LlgTURhWrS23n-S-iAw,AL HARETHI BAQALA,31,,,,,,,,,,,100353895400003
-LlgTd0QY_Dn89cbkIGF,TAJ MAHAL BAQALA,32,,,,,,,,,,,100029251400003
-LlgTlkbhJieNYNkGfQG,AL SAYYD SUPERMARKET,33,,,,,,,,,,,100233884400003
-LlgTv2-VM6DZtt_An-h,ABU AMER RESTAURANT ,34,,,,,,,,,,,100065037200003
-LlgU8IHYJO_lLxag6QD,AL ERSHAD RESTAURANT ,35,,,,,,,,,,,100231190800003
-LlgUE7x1NnSZGvO4L_y,SUHAIL RESTAURANT ,36,,,,,,,,,,,100024424200003
-LlgUKzRZirXwqjGPHRu,AL SOURAH SUPERMARKET ,37,,,,,,,,,,,100352266900003
-Llje3-s2vMdeDaAncZt,AL BUSTAN NEW RESTAURANT ,1,,,,,,,,,,,
-LljeD847WZQs4DcCWc3,WADI AL KHAIR SUPERMARKET ,2,,,,,,,,,,,
-LljeKUBsnSD4ZDo2_UU,MINAS GROCERY,3,,,,,,,,,,,
-LljeR4ZDP4PFnTNOn0B,HABIBA GROCERY,4,,,,,,,,,,,10033610900003
-LljfWOL4aDCwQpk3SM9,AL ZAJEL BAQALA,5,,,,,,,,,,,100346195900003
-LljfcHG7I8mVH-NdPPx,AL ANQAA GROCERY,6,,,,,,,,,,,100257110500003
-Lljfimc3mbt2Bm6DmI2,SAEED OBAID GROCERY,7,,,,,,,,,,,100360472300003
-LljfqZuqz6UV93tl8Rf,NOOR AL AWEER GROCERY,8,,,,,,,,,,,100236587000003
-Lljg4EGupBG0iRjNWXE,AL MANAZEF GROCERY,9,,,,,,,,,,,10049857400003
-LljgO5y4Vf65fFA2Ih4,THREE STAR GROCERY,10,,,,,,,,,,,100341728200003
-LljgU562P0gb7BN1QE2,AL HENNA GROCERY,11,,,,,,,,,,,100327693600003
-LljgckqG6WPLjQkWGVK,DILLI DARBAR CAFETERIA ,13,,,,,,,,,,,100011555800003
-Lljgiv3Wb7FWzFK84ZQ,MESK CAFETERIA ,14,,,,,,,,,,,
-LljguX-nuSUsOOReAQD,REEF AL ARAB GROCERY,15,,,,,,,,,,,100048519100003
-Lljh2XJqdyWBjKsoICs,AL KUWAITI GROCERY,16,,,,,,,,,,,100394794000003
-LljhD3uePw5yPHm358Q,RUBOU TOWOYYA GROCERY,17,,,,,,,,,,,100047772700003
-LljhKqZXSBvm-VNmnDj,ABU DARWEESH CAFETERIA ,18,,,,,,,,,,,100358913000003
-LljhUE32B3Bfoj6SBnp,THE BEST TASTE CAFETERIA ,19,,,,,,,,,,,
-Lljh_jjMON-gPBHpX2Z,SLAYEM SOROUR GROCERY,20,,,,,,,,,,,100331767200003
-LljhhIxh-vSzJlRPbuy,MATAR AL DARMAKI GROCERY,21,,,,,,,,,,,100253312100003
-LljhqJ1beLWxLC4Us7d,TWENTY TWENTY GROCERY,22,,,,,,,,,,,100369465800003
-Llji7ZPQc3jbT8iNUxI,SPECIALIZED ARABIC GROCERY,23,,,,,,,,,,,100053088900003
-LljiHNa5wBiJWodrux1,AYSHA GROCERY BR.,24,,,,,,,,,,,100277147300003
-LljizqbKH0nH8avahIY,AL NABAQ GROCERY,25,,,,,,,,,,,100227927900003
-LljkFj9eiL1suROqfit,SALEM AL KENDI GROCERY,26,,,,,,,,,,,100227435300003
-Lljtez0AHqLuVumN96S,AL MURWAH GROCERY,27,,,,,,,,,,,100338328600003
-LljtoFvu_FYMKZyAo28,SHABAB NEMAA GROCERY,28,,,,,,,,,,,100048265100003
-Llju6lku8qFHyfwS19E,IBN KHALDOON GROCERY,29,,,,,,,,,,,100203711500003
-LljuEuKI9fIWKlvp2uQ,SEEH BIN AMMAR GROCERY,30,,,,,,,,,,,100399133600003
-LljuaDCJTF8D8NZE9hf,NOORUAL ALAM GROCERY,31,,,,,,,,,,,100397884600003
-LljugK7aPO8PP2UjXk6,AL WASOOL GROCERY,32,,,,,,,,,,,100367860200003
-Lljuo_4yawB1D8Lzq5g,RABIA AL HAYYT GROCERY,33,,,,,,,,,,,100369613300003
-LljuyhF2DXGxfMHI8YD,THARAA GROCERY,34,,,,,,,,,,,100548729100003
-Lljv5VfaDxWDDbDeu1t,AL SADA RESTAURANT ,35,,,,,,,,,,,100233268000003
-LljvFf_8BqCwwaXPUWb,SAIF ABDULLAH AL ARIYANI SUPERMARKET ,36,,,,,,,,,,,100357363900003
-LljvMaLZgKKA6pqforq,AL NAJAH TRADING STORES,37,,,,,,,,,,,100030679300003
-LljvTeGTXhHKSjUv7WH,LOLLIPOP GROCERY,38,,,,,,,,,,,100531337200003
-Lljvg4iraKH4Fdufyos,QAMAR AL KALEEJ GROCERY,39,,,,,,,,,,,100339708800003
-LljvtIQqY6hJXBY2tfs,AL BAYAN SUPERMARKET ,40,,,,,,,,,,,100365141900003
-LljwQd97tALY5rc15mz,SALEM MOHAMMED AL HASNI GROCERY,41,,,,,,,,,,,100384944300003
-LljwZ7Jr7cHP3cFJFzI,AL RAHHAL GROCERY,42,,,,,,,,,,,100383789300003
-Lljwj3MHTzsI2wKqai0,JAWAHER GROCERY,43,,,,,,,,,,,100336830300003
-LljwofndAvD4I-YeAfQ,FAMILY GROCERY,44,,,,,,,,,,,100354992800003
-LljwvvzBMv9EZTd23_1,AL WASEEL GROCERY,45,,,,,,,,,,,100341323200003
-LljxJ7QP08oUJhfxWc7,NADA AL MARKHANIYA,46,,,,,,,,,,,100285726400003
-Lljx_EWOZ7J0F6I9TmI,SHAMSUDDIN MODERN GROCERY,47,,,,,,,,,,,100388283200003
-Lljxetw3WNFF1dqG4y8,MOHAMMED AL ESSAI GROCERY,48,,,,,,,,,,,100047246200003
-LljxmX15OepBdh-AKzO,NILOVER GROCERY,49,,,,,,,,,,,100319572200003
-Lljxx4TYBSebIo1490P,GOLDEN HEART RESTAURANT ,50,,,,,,,,,,,
-Lljy3YRz56J-IrI2u2W,AL MANAHAL BAQALA,51,,,,,,,,,,,100254353400003
-LljyAhlhZf-z4dX74QL,AL AIN COP-HILLI BR.,52,,,,,,,,,,,
-Llk0LNAgipy6TKBo6ce,SHABAB AL KHARES GROCERY ,12,,,,,,,,,,,100328028400003
-LmUpCQ8XmXMv58YS6Qg,THE GRAND FOODSTUFF,1,,,,,,,,,,,100396300400003
-LmUs9JHlFiaKce555QY,SAFFA GROCERY,2,,,,,,,,,,,100011168000003
-LmUuP35-tCROxmooTld,SHATE AL RAHA CAFETERIA ,3,,,,,,,,,,,
-LmUu_oBtawLQDUJ7riv,SAYYID MODERN GROCERY,4,,,,,,,,,,,100319092100003
-LmUugKIlMW8_ilrSlZp,NIBRAS AL MADEENA GROCERY,5,,,,,,,,,,,
-LmUupFYOYwrfQ8CtH0O,AL MATAAR GROCERY,6,,,,,,,,,,,
-LmUv7mqsdK0rzGzw-13,TAL AL RUMAN GROCERY,7,,,,,,,,,,,100331171700003
-LmUvKjqFqo39FulARmp,AL TABEEA AL JAMEELA S/M,8,,,,,,,,,,,100256116300003
-LmUvQDzJzi9_TP0aycO,INFINTY GROCERY,9,,,,,,,,,,,
-LmUvbyaLCHS5bL7aI3G,AL KARNA BEET,10,,,,,,,,,,,
-LmUvpC0zVXla3umrPeB,HAMZA GROCERY,11,,,,,,,,,,,100351496300003
-LmUwFwUedRfl2-gwWPo,BASHEER FOODSTUFF,15,,,,,,,,,,,100394321200003
-LmUwXkgOXx1Mm8ZF3Y1,AL ARAAD GROCERY,16,,,,,,,,,,,
-LmUwktH4Ukr08Ns_1os,NOOR AL ARAAD GROCERY,17,,,,,,,,,,,100043726700003
-LmUwu-WJiNkk6DA2Td5,SHABAB AL ARAAD GROCERY,18,,,,,,,,,,,10006993200003
-LmUx1YRKxUws_V-ZxVL,TAJ AL WAGAN GROCERY,18,,,,,,,,,,,100037649900003
-LmUx8nFxfpDW7x0mDpQ,OMAIR GROCERY,20,,,,,,,,,,,100354102400003
-LmUxGQNH4hP9Ed4kLgN,MUKKAFFA SUPERMARKET ,21,,,,,,,,,,,100324436300003
-LmUxSgODTb0Zs2Sovi9,NOOR AL WAGAN CAFETERIA ,22,,,,,,,,,,,
-LmUxcIa336VWLrBUgjJ,AL HAMLI FOODSTUFF,23,,,,,,,,,,,100257726800003
-LmUxlIpF2ZqlVsxkY1O,WADI HUM CAFETERIA ,24,,,,,,,,,,,10029280400003
-LmUxznnxjtH7MDdocbE,DAROUL AL KHAHAR GROCERY,25,,,,,,,,,,,100269509400003
-LmUyCJlxuBwF1ZADlFK,SINIYAR GROCERY,26,,,,,,,,,,,
-LmUyRiZI0zvbQ3bEJpm,REHAB AL QUA GROCERY,27,,,,,,,,,,,10036148300003
-LmUyfhWPOpspvXF2x9y,AL NAMAR GROCERY,30,,,,,,,,,,,100365360500003
-LmUyngESMSopr91Fk8S,AL QUA SUPERMARKET ,31,,,,,,,,,,,100341995700003
-LmUz4RhETEC-HuyaX2L,AL RAHAN AL QUA,32,,,,,,,,,,,10035764910003
-LmUzq2uPnuY45imyAhS,BAB AL FARAJ GROCERY,34,,,,,,,,,,,100369745300003
-LmV-ONCxiUXBTa9E13w,SHAMOA AL QUA GROCERY,35,,,,,,,,,,,100342986500003
-LmV-XNwAREYH7s_EECt,WAHAT AL MINAR GROCERY,36,,,,,,,,,,,100369109200003
-LmYYtJEWusUhwS9J6m_,WADI AL THAG GROCERY,37,,,,,,,,,,,100057090100003
-LmYZ4zyKAs_FtD_ULYZ,AL NAMOR SUPERMARKET,38,,,,,,,,,,,
-LmYZMbaHa8Q5LL2ukP-,PERAL DAIMOND SUPERMARKET,39,,,,,,,,,,,100298168400003
-LmYZXa_VID3hjzRYUXH,REHAN AL KALEEJ GROCERY,40,,,,,,,,,,,100372270700003
-LmYcfYsJA3qJN8_wNaG,DANA SUPERMARKET,41,,,,,,,,,,,1003354543000003
-LmYcnvV7U3DJ8f8FEYS,SAGEER MATAAR GROCERY,42,,,,,,,,,,,100382521100003
-LmYdzFAgtuBkC6NFzFT,ABU HABIB SUPERMARKET,44,,,,,,,,,,,
-LmeW5QSS1X-bYaXq4-S,WAHAT AL MUBZIRA GROCERY,1,,,,,,,,,,,100340431400003
-LmeWGl9IJP7Aut6jqwB,AIDA GROCERY,2,,,,,,,,,,,100364996700003
-LmeWe7J6aG-xNW6iVq2,JASSEIM MODERN GROCERY,3,,,,,,,,,,,100200350500003
-LmeWnyATHsb-yjPaA8B,AL ABAILA GROCERY,4,,,,,,,,,,,100372591600003
-LmeWyq2803qcchptXpV,BEAUTIFUL ROSE GROCERY,5,,,,,,,,,,,100358705000003
-LmeXCb57Buk676rLJZ4,AL AHLI KHAIR GROCERY,6,,,,,,,,,,,100258577400003
-LmeXN2GptN4dm_rQRvc,RASHEED GROCERY,7,,,,,,,,,,,100384412100003
-LmeXZCbOEmNQXBoxJck,AL SABAYA GROCERY SHOP,8,,,,,,,,,,,100316453800003
-LmeXhMoufTTvvP_ID_Q,AL JAZEERA CAFETIRA,9,,,,,,,,,,,100241247400003
-LmeXuQTqtKKpAOAfa1M,AL KHAT AL MUBASHIR GROCERY,10,,,,,,,,,,,100374185500003
-LmeY3M9SXJFwgFAZ_gr,LIALI AL QATTARAH GROCERY SHOP,11,,,,,,,,,,,100356519700003
-LmeYAoXuWF9PracpOjg,HUT QATTARAH,12,,,,,,,,,,,
-LmeYLMpCQLZkX9mjV_k,UMMER GROCERY,13,,,,,,,,,,,100333384400003
-LmeYXRLBbzZd75eUF_K,TAJ AL AMEER GROCERY - LLC,14,,,,,,,,,,,100252825300003
-LmeZXwbhKqM6P_rxpsi,DHABI AL AIN GROCERY,15,,,,,,,,,,,100339205500003
-Lme_Eecks9xZzvu_ejb,AL MUNAWARA GROCERY,16,,,,,,,,,,,100242495800003
-Lme_NXEn05M1Z7u6-Fy,AL WAHA AL MASOUDI GROCERY,17,,,,,,,,,,,100346751900003
-Lme_ZIwd7s3CmasELxr,AL DHEFAF GROCERY SHOP,18,,,,,,,,,,,100213348400003
-Lme_h7LNgb79e7J-b30,ABU MASOOD BAQALA,19,,,,,,,,,,,100389097500003
-Lme_tDcKN4i67wW-Fs2,AL KHOYOOL GROCERY,20,,,,,,,,,,,100231414200003
-Lmebb_dHbfWm8ITayCi,SALMA HAMAD GROCERY,21,,,,,,,,,,,100353434200003
-Lmebmy7SE3xZ4nQ47AJ,WAHAT AL YASMEEN GROCERY SHOP,22,,,,,,,,,,,100361892100003
-LmebwvngVwrSS_7mJlR,HAMAD AL SHAMSI GROCERY,23,,,,,,,,,,,100072121500003
-Lmec5dszcMZEBB2uU8R,ABU YASER STORES,24,,,,,,,,,,,100005329600003
-LmecIfnZRDNTQnC3B-t,ABU ABDUL HAFEEZ GROCERY,25,,,,,,,,,,,100220788200003
-LmecscweZ7zE4louVHd,AL ATTAR GROCERY,26,,,,,,,,,,,100318039300003
-LmedSHmtvGC5KUkGA9g,SULTAN AL DHAHERI RESTAURANT,27,,,,,,,,,,,100074146000003
-Lmed_yLhm1MyUcHJqle,SALT AND SWEET CAFETERIA,28,,,,,,,,,,,100224978500003
-LmednOHAKp8FMJ3_m72,CENTRAL MARKET CAFETERIA,29,,,,,,,,,,,100239272600003
-LmedyvS_7hi54eAlXmM,MOHAMED ALI ALDHAHIRI GROCERY,30,,,,,,,,,,,100246479800003
-LmeeB0SbamBSSnXtzLG,SYRIA CAFETERIA,31,,,,,,,,,,,100245980600003
-LmeeSnYGBS0Z3ojvLVw,AWTAAR FOODSTUFF ROASTERY CO LLC,32,,,,,,,,,,,100329335200003
-LmeebL2kYlOJrX3d3nE,MOHAMMAD ASLAM CAFETERIA,33,,,,,,,,,,,100060653100003
-LmeemmJpX2s8q7A2mrT,FINE STAR GROCERY,34,,,,,,,,,,,100350554000003
-Lmeevh5TnRevDz7wx4R,AL WAHA AL MASOUDI GROCERY,35,,,,,,,,,,,100346751900003
-LmefD289bGCl3oDpH6Z,RAMLA GROCERY,36,,,,,,,,,,,100005457500003
-Lmeh0VwTuobD6mu-qMU,WAHAT AL YASMEEN GROCERY SHOP,37,,,,,,,,,,,100361892100003
-LmehB-0ksj602X-ea-G,AL AWEER GROCERY,38,,,,,,,,,,,100255384800003
-Lmi-o1WSxhELbW0PQWM,AHMED AL YASI GROCERY,1,,,,,,,,,,,100390791000003
-Lmi007N7KjppEcioHzv,SALEH CAFETERIA,2,,,,,,,,,,,100279568800003
-Lmi098R3RVgOQnuymtS,FRESH TASTE CAFETERIA ,3,,,,,,,,,,,
-Lmi3e7yKBxIrp29U073,NOOR ABASEEN,4,,,,,,,,,,,100209845500003
-Lmi3oMAnOcgalyOMLQ-,AL SANAIYA AL MUMTAZ RESTAURENT,5,,,,,,,,,,,100423343100003
-Lmi3xJdMf1FaCijpoXz,ABDU RESTURANT,6,,,,,,,,,,,100388585000003
-Lmi44myXj5aybvNh5K6,ZAHART AL QRIH GROCERY,7,,,,,,,,,,,100383348800003
-Lmi4CwQrSS-aRuKaUNR,AL RASEEF GROCERY,8,,,,,,,,,,,100352504300003
-Lmi4XQfQdrr09PVo62M,AL RAMAL GROCERY,9,,,,,,,,,,,
-Lmi4fT0H7wK20UwY6y7,WADI AL HAMAM RESTARANT AND CAFETERIA,10,,,,,,,,,,,100202578900003
-Lmi4t9XuLFguUppdMZz,AL FIDAN TRADING EST,11,,,,,,,,,,,100051031100003
-Lmi50thXKymX8zXA5Y5,THREE STARS GROCERY,12,,,,,,,,,,,100341728200003
-Lmi5X3D8JrWqxQufMUx,ZAHRAT AL SHAKLA GROCERY,13,,,,,,,,,,,100230675900003
-Lmi5gyUvQEbpk56AlGH,LAMYA GROCERY SHOP,14,,,,,,,,,,,100323305100003
-Lmi5p4XLcmYG6voLZvy,WELES GROCERY,15,,,,,,,,,,,100394819500003
-Lmi5x8zwRKFh2ap-p6t,NAJEM AL BAHAR GROCERY,16,,,,,,,,,,,100212568800003
-Lmi6Plz4Nc_0GcLp5ls,MAITHA AL MANSOURI GROCERY,17,,,,,,,,,,,100065831800003
-Lmi6Zt7lgy5oGsE75IK,AL TUWAYIA PARK GROCERY,18,,,,,,,,,,,100200892600003
-Lmi6hO86NshVmYGEk6P,AL MABKHAR GROCERY SHOP,19,,,,,,,,,,,100357218500003
-Lmi6pbxZFNWw3CEfXbX,AL MANHAJ GROCERY,20,,,,,,,,,,,100228468300003
-Lmi7gX-wEzE4G11sMbh,ALWAN ALAIN GROCERY,21,,,,,,,,,,,100359401500003
-Lmi7sEg25qmjRigVDmm,AL NAEB GROCERY,22,,,,,,,,,,,100285726400003
-Lmi819awrsfYmvBRX_v,SANAN GROCERY,23,,,,,,,,,,,100349831600003
-Lmi93fPxh63ViVePn5N,"NOOR AL AYAM, RESTAURANT ",24,,,,,,,,,,,
-Lmi9B5DotIAAijtJhKx,AL SABEH MUAN GROCERY,25,,,,,,,,,,,
-LmiACcs3mK-NwlxByAn,NASEEM GROCERY,25,,,,,,,,,,,100223305100003
-LmjpRGmcx-iLmkiYy3n,AL ABREEZ GROCERY,26,,,,,,,,,,,100391208400003
-LmjplHjpgrkdIK4P8fy,KHYER AL SALAMAT GROCERY,27,,,,,,,,,,,100298168400003
-Lmjq9KwSd4JFI3Fs6Ij,AL SAFA NEW GROCERY,28,,,,,,,,,,,100343696900003
-LmjqLEHpVjtRk9_XLhH,BASHAER AL SALAMAT GROCERY,29,,,,,,,,,,,100368697700003
-LmjrP0B0x3ojcDvEQdG,NAEL CAMP,30,,,,,,,,,,,100071528200003
-LmjrwvWDAlzciFqmjqX,ABU AHAMAD TRADING STORE,31,,,,,,,,,,,100322143500003
-Lmjs8UqaL45pSBoJMwY,AL ASAYAN GROCERY,32,,,,,,,,,,,100209085800003
-LmjsGy_HHswj8sWYpwS,AL KHAMAIL FOODSTUFF,33,,,,,,,,,,,100320650300003
-LmjtEt-WuXAvNrqWF0R,AL SALWA RESTAURANT ,34,,,,,,,,,,,
-Lmju7D3JeKqt7dTgCAR,SALEM HELAL GROCERY,35,,,,,,,,,,,100207613900003
-LmjuG706tXsXUhqPuRR,AL NUZHA MODERN RESTAURANT,36,,,,,,,,,,,100387518200003
-LmjvYeD08rV9vChFajz,NERAN FOODSTUFF TRADING GROCERY,37,,,,,,,,,,,100280485200003
-LmjvuHmmdxOF4_gm7Dc,SULAIMAN GROCERY,38,,,,,,,,,,,100057361600003
-LmjwIRYjA1aWrHm9j3g,MAQAM OASIS,39,,,,,,,,,,,100233670700003
-LmjwSJE3MkrGVZYW-5M,ASHAREJ GROCERY,40,,,,,,,,,,,100395140500003
-LmjxfYZGc4zDuXONLyG,AL EQABIA GROCERY,42,,,,,,,,,,,100332003100003
-Lmjz2aPyxxJ1O1jcFOX,FANTASTIC GROCERY,43,,,,,,,,,,,100344838600003
-LmjzEni3FsUz5d46xAg,ZAHRAT AL FALAJ GROCERY,42,,,,,,,,,,,100396233700003
-LmjzS2j14GQAOy9E0x0,AYEDH SALEH GROCERY,45,,,,,,,,,,,100287249500003
-LmuGT84NsKbs9Z7vDcg,GOLDEN CLASSIC GROCERY,1,,,,,,,,,,,100021527500003
-LmuGWbgt2-UZlHIaEiP,AL YEWAZI FOODSTUFF GROCERY,2,,,,,,,,,,,100424761300003
-LmuGijgVqGJ-mtNT_Wk,LIMITED DISTANCE GROCERY -L.L.C ,3,,,,,,,,,,,100304948100003
-LmuGxL6i0SVVLGj494L,AHMED AL RUMAITHY GROCERY,4,,,,,,,,,,,100347323600003
-LmuHDkSIPzNbuNq2BS0,AL AMAN WASSALAMA SUPERMARKET,5,,,,,,,,,,,100316541000003
-Ln6pQGwCLNMtrLpAor1,AL ADEL RESTAURANT ,6,,,,,,,,,,,100058877000003
-Ln6p_Cz0Bmd45b1KpqL,AL NASAH GROCERY,7,,,,,,,,,,,100370179200003
-Ln6plmWOSbRztWEl1BS,TAMAM BAQALA,8,,,,,,,,,,,100604099000003
-Ln6puGoinQh7MMPA2Cc,FATH AL KHAIR RESTAURANT,9,,,,,,,,,,,100217270600003
-Ln6q2mUK_07ZoRzgM9Z,BAWABA AL KHATIM GROCERY,10,,,,,,,,,,,100360609000003
-Ln6qCAKi0eR-eVaqEiJ,AL HARAMIN LIGHT RESTAURANT ,11,,,,,,,,,,,
-Ln6qKH6P2FwYGXpTJ2x,AL QASR SUPERMARKET,12,,,,,,,,,,,100371457100003
-Ln6qU7BjtFPqNjN8hFs,FAHAD AL KHAZNA FOOD STUFF,13,,,,,,,,,,,100389096700003
-Ln6qbm4GPbaD6GjDogx,AL SUWAIFI GROCERY,14,,,,,,,,,,,100209178100003
-Ln6rDK_rB0ka4o-XeYc,AL KHAZNA NEW GROCERY,15,,,,,,,,,,,100374411500003
-Ln6rMCqsYKO0sbWTa9C,MUSAFIR BAQALA,16,,,,,,,,,,,
-Ln6sO0BQYZ6SEntIf8C,NASEEM ALKHAZNA GROCERY,17,,,,,,,,,,,100340096500003
-Ln6te8eAu7oVYl2ybY4,AL ZAMAN GROCERY,18,,,,,,,,,,,100028633400003
-Ln8BPpB3Po9bg5ojdkh,BAWABAT AL AIN GROCERY FOR FRUIT & VEGETABLE SALES,19,,,,,,,,,,,100334433800003
-Ln8BYsB1edc7wu9eh_0,ZAHRAT ABU SAMRA GROCERY,20,,,,,,,,,,,100008997700003
-Ln8Bsi8AYOSdiaSTo3A,BU HABBASH RESTAURANT,21,,,,,,,,,,,100057800300003
-Ln8CPCLokaQIsXaGB8y,ZAHRAT AL AIN GROCERY,22,,,,,,,,,,,100263085100003
-Ln8CZlX7o9TTymNYwvD,ABU ABDULLA RESTAURANT,23,,,,,,,,,,,100595895200003
-Ln8ClAC-sU_J5okQfn7,HOME ROYAL HYPERMARKET SOLE PROPRIETORSHIP LLC,24,,,,,,,,,,,100034941300003
-Ln8D0Havrt_jC0l8HfR,MOHAMMED SOKWAR RESTAURANT ,25,,,,,,,,,,,
-Ln8D8qH-sNaYAhsjoF8,DAKA RESTAURANT,26,,,,,,,,,,,100323477800003
-Ln8DKKc6BcOiLj9ypOW,SAEED SAIF AL RUMAITHI CAFETERIA,27,,,,,,,,,,,100200716700003
-Ln8DTB9QP7KYPduJbqb,AL HASAN GROCERY,28,,,,,,,,,,,100208259000003
-Ln8DeLGNbs0xaVomeAZ,SERHAN GROCERY,29,,,,,,,,,,,100374488300003
-Ln8EPyJigjyWbfmSYaU,JOHAINA GROCERY,30,,,,,,,,,,,
-Ln8PDRcBiIbm5XT5PBK,ABDULAZIZ RESTAURANT,31,,,,,,,,,,,100248963900003
-Ln8POl8AsbZKgtW8vdt,ZAKHER GROCERY - BRANCH,32,,,,,,,,,,,100361600800003
-Ln8Pf9BiYJC88NRa9oZ,AL REWAQ GROCERY,33,,,,,,,,,,,100338411000003
-Ln8PnqP7VOODqXosfqP,MUBARAK SAIF AL ARYANI GROCERY,34,,,,,,,,,,,100278730500003
-Ln8PyUQ2_rPq54Fj15s,ABU HAZAA AL KAABI GROCERY,35,,,,,,,,,,,100369111800003
-Ln8ROsuw97_BjaCgdsZ,LULUAT ZAKER GROCERY,36,,,,,,,,,,,100356513000003
-Ln8RhbEVH5Inspa48CM,LULU AL KHABISI GROCERY,37,,,,,,,,,,,100350079800003
-Ln8SFBESI4thyIcppjZ,BIN AYYA GROCERY,38,,,,,,,,,,,100329656100003
-Ln8SR5_GZQgwn1_hgE1,SALEM AL SHAMISI GROCERY,39,,,,,,,,,,,100067734200003
-Ln8SkE_3pWyz-tu-XeE,SHABAB ZAKHER STORE,40,,,,,,,,,,,100383156500003
-Ln8TygLknp_SnW5lUyc,ALTAF GROCERY,41,,,,,,,,,,,100250721600003
-Ln8_Cr_uDPsNpWxCXxN,ABU HANIFA STORES,53,,,,,,,,,,,100378192700003
-Ln8_KYPsS3u_yUUFrbo,FATIMA GROCERY,54,,,,,,,,,,,100232705200003
-LnBqTHFLt73IP3szB5l,AL BAB AL FEDHI GROCERY,42,,,,,,,,,,,100316697000003
-LnBqeN8fxdN9xz4UW2m,AL EMAN MODERN GROCERY,43,,,,,,,,,,,100424624300003
-LnBrCZP9Ak0kZLPOy8m,SAKINA GROCERY,44,,,,,,,,,,,100329067100003
-LnBrQy3skUT5ubs2xt-,NAJAM AL WAGAN GROCRY,45,,,,,,,,,,,100037941000003
-LnBs-4IF_x1pHltxRPE,ZAKHER AL KHEAR,46,,,,,,,,,,,100383754700003
-LnBs8MPrOHfvCMWI5Ts,RAFYA GROCEREY,47,,,,,,,,,,,100366705000003
-LnBsGeUJTomicAF8zzs,WHITE SAIL GROCERY,48,,,,,,,,,,,100391562400003
-LnBsQekK8rPqM3-V17i,CHITARI GROCERY,49,,,,,,,,,,,100004723100003
-LnBsccZKUJOTkA1exgW,AL BUSTAN CAFETERIA -BRANCH 1,50,,,,,,,,,,,100263200600003
-LnBslUQUisLKAl1McrP,AL AIN DANA STORES,51,,,,,,,,,,,100322357300003
-LnBsv-SqpbKlDzmdza8,UMM KULTHOOM GROCERY,52,,,,,,,,,,,100267157400003
-LnBt3ai48seoE0n40Eg,KHAIR AL AYAM GROCERY,53,,,,,,,,,,,100351011000003
-LnBtEwV-hzvVByUIZAX,SHABAB AL SUWAIFI GROCERY,54,,,,,,,,,,,100323881100003
-LnBtO80aWTGIO5aDUqo,ROSE PALACE CAFETERIA,55,,,,,,,,,,,100200527800003
-LnBtZR1Q0IxVgI_UStk,GOLDEN STARS GROCERY,56,,,,,,,,,,,100374771200003
